Prey Highest,Prey Higher,Prey Phylum,Prey Class,Prey Order,Prey Family,Prey Genus,Prey Species,Prey Species Current,Prey Species ID #,Prey Count,Snake Species,Snake Subspecies,FullSpName,Snake Species ID #,Snake Age Class,Snake SVL(mm),Snake Sex,Location,Latitude,Longitude,Citation,Full Citation,Reference DOI
Fish,Fish,Chordata,Actinopterygii,,,,,,ITIS:161061,96,Thamnophis cyrtopsis,,Thamnophis cyrtopsis,ITIS:174141,Juvenile,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones 1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531",https://doi.org/10.2307/3671531
Invertebrate,Earthworm,Annelida,Clitellata,,,,,,ITIS:568832,23,Thamnophis cyrtopsis,,Thamnophis cyrtopsis,ITIS:174141,Juvenile,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones 1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531",https://doi.org/10.2307/3671531
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pretiosa,Rana pretiosa,ITIS:173458,1,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Toiyabe National Forest, Nye County, Nevada",39.35401,-116.65193,Reaser and Dexter 1996,"Reaser, J., Dexter, R. RANA PRETIOSA (Spotted Frog). PREDATION. 1996. Herpetological Review 27(2): 75-75",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pretiosa,Rana pretiosa,ITIS:173458,1,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,270,,"Toiyabe National Forest, Nye County, Nevada",39.35401,-116.65193,Reaser and Dexter 1996,"Reaser, J., Dexter, R. RANA PRETIOSA (Spotted Frog). PREDATION. 1996. Herpetological Review 27(2): 75-75",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Aneides,Aneides hardii,Aneides hardii,ITIS:173702,1,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,Adult,230,,"in the Sacramento Mountains, Water Canyon at the mouth of Telephone Canyon, ca 15.5 air km S of Cloudcroft (T17S R1 1E SE1/4 Sec. 24), Otero County, New Mexico",32.81898,-105.77165,Painter et al 1999,"Painter, C., Scott, N., Altenbach, M. THAMNOPHIS ELEGANS VAGRANS (Wandering Garter Snake). DIET. 1999. Herpetological Review 30(1): 48-48",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon neomexicanus,Plethodon neomexicanus,ITIS:173663,1,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,Adult,279,,"in the Jemez Mountains near Alamo Canyon, ca. 14 air km SW of Los Alamos (T18N R5E SE1/4 Sec. 9), Sandoval County, New Mexico",35.79886,-106.41703,Painter et al 1999,"Painter, C., Scott, N., Altenbach, M. THAMNOPHIS ELEGANS VAGRANS (Wandering Garter Snake). DIET. 1999. Herpetological Review 30(1): 48-48",
Invertebrate,Slug,Mollusca,Gastropoda,,,,,,ITIS:69459,1,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,Adult,230,,"in the Sacramento Mountains, Water Canyon at the mouth of Telephone Canyon, ca 15.5 air km S of Cloudcroft (T17S R1 1E SE1/4 Sec. 24), Otero County, New Mexico",32.81898,-105.77165,Painter et al 1999,"Painter, C., Scott, N., Altenbach, M. THAMNOPHIS ELEGANS VAGRANS (Wandering Garter Snake). DIET. 1999. Herpetological Review 30(1): 48-48",
Reptile,Lizard,Chordata,Reptilia,Squamata,Anguidae,Barisia,Barisia levicollis,Barisia levicollis,ITIS:585760,1,Thamnophis elegans, terrestris,Thamnophis elegans terrestris,ITIS:209118,Adult,,,"Ca√±on el Meste√±o, Sierra del Nido Mountains, , Chihuahua",29.48581,-106.80986,Bryson and Lazcano 2001,"Bryson, R. and Lazcano, D. THAMNOPHIS ERRANS (Mexican Wandering Gartersnake). 2001. Herpetological Review 32(4): 265-265",
Mammal,Vole,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus (Mynomes) oregoni,Microtus oregoni,ITIS:180313,1,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,Adult,564,Female,"bank of the North Santiam River, Marion County, Oregon",44.758,-122.3927,Rombough and Leppin 2008,"Rombough, C., and Leppin, M. THAMNOPHIS ELEGANS ELEGANS (Mountain Garter Snake). PREDATION. 2008. Herpetological Review 39(3): 359-360",
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,ITIS:180130,1,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,Adult,,,"Cache County, Utah",41.72031,-111.84575,Wilson and Gall 2011,"Wilson, J. and Gall, B. THAMNOPHIS ELEGANS (Terrestrial Gartersnake). FEEDING BEHAVIOR, PREY SUBJUGATION BY DROWNING. 2011. Herpetological Review 42(1): 103-103",
Mammal,Shrew,Chordata,Mammalia,Eulipotyphia,Soricidae,Sorex,,,ITIS:179928,3,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,Adult,518,Female,"Mink Creek, Caribou National Forest, Bannock County, Idaho",42.73422,-112.40725,Feldman and deQuiroz 2012,"Feldman, C., De Quiroz, A. THAMNOPHIS ELEGANS VAGRANS (Wandering Gartersnake). DIET. 2012. Herpetological Review 43(3): 497-498",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Hydromantes,Hydromantes platycephalus,Hydromantes platycephalus,ITIS:173720,1,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Yosemite National Park, , California",37.84833,-119.55698,Cunningham 1959,"Cunningham, J. D. (1959). Reproduction and Food of Some California Snakes. Herpetologica, 15(1), 17–19. http://www.jstor.org/stable/3889591",
Bird,Bird Adult,Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis oreganus,Junco hyemalis oreganus,ITIS:179417,1,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Yosemite National Park, , California",37.84833,-119.55698,Cunningham 1959,"Cunningham, J. D. (1959). Reproduction and Food of Some California Snakes. Herpetologica, 15(1), 17–19. http://www.jstor.org/stable/3889591",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana muscosa,Rana muscosa,ITIS:173454,1,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Yosemite National Park, , California",37.84833,-119.55698,Cunningham 1959,"Cunningham, J. D. (1959). Reproduction and Food of Some California Snakes. Herpetologica, 15(1), 17–19. http://www.jstor.org/stable/3889591",
Mammal,Vole,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus townsendii,Microtus townsendii,ITIS:180316,16,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory 1978,"GREGORY, P,. T. 1978. Feeding habits and diet overlap of three species of garter snakes (Thamnophis)onVancouverIsland.Can.J.Zool.56: 1967-1974",https://doi.org/10.1139/z78-264
Mammal,Shrew,Chordata,Mammalia,Eulipotyphia,Soricidae,Sorex,Sorex vagrans,Sorex vagrans,ITIS:179932,1,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory 1978,"GREGORY, P,. T. 1978. Feeding habits and diet overlap of three species of garter snakes (Thamnophis)onVancouverIsland.Can.J.Zool.56: 1967-1974",https://doi.org/10.1139/z78-264
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis ordinoides,Thamnophis ordinoides,ITIS:174145,4,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory 1978,"GREGORY, P,. T. 1978. Feeding habits and diet overlap of three species of garter snakes (Thamnophis)onVancouverIsland.Can.J.Zool.56: 1967-1974",https://doi.org/10.1139/z78-264
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,5,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory 1978,"GREGORY, P,. T. 1978. Feeding habits and diet overlap of three species of garter snakes (Thamnophis)onVancouverIsland.Can.J.Zool.56: 1967-1974",https://doi.org/10.1139/z78-264
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,,,,,ITIS:178265,2,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory 1978,"GREGORY, P,. T. 1978. Feeding habits and diet overlap of three species of garter snakes (Thamnophis)onVancouverIsland.Can.J.Zool.56: 1967-1974",https://doi.org/10.1139/z78-264
Fish,Fish,Chordata,Actinopterygii,,,,,,ITIS:161061,41,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory 1978,"GREGORY, P,. T. 1978. Feeding habits and diet overlap of three species of garter snakes (Thamnophis)onVancouverIsland.Can.J.Zool.56: 1967-1974",https://doi.org/10.1139/z78-264
Invertebrate,Slug,Mollusca,Gastropoda,,,,,,ITIS:69459,60,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory 1978,"GREGORY, P,. T. 1978. Feeding habits and diet overlap of three species of garter snakes (Thamnophis)onVancouverIsland.Can.J.Zool.56: 1967-1974",https://doi.org/10.1139/z78-264
Mammal,Vole,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus townsendii,Microtus townsendii,ITIS:180316,9,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory et al 1980,"Gregory, P. T., Macartney, J. M., & Rivard, D. H. 1980. Small Mammal Predation and Prey Handling Behavior by the Garter Snake Thamnophis elegans. Herpetologica, 36(1), 87–93. http://www.jstor.org/stable/3891860",
Mammal,Shrew,Chordata,Mammalia,Eulipotyphia,Soricidae,Sorex,Sorex vagrans,Sorex vagrans,ITIS:179932,2,Thamnophis elegans, vagrans,Thamnophis elegans vagrans,ITIS:209119,,,,"Vancouver Island, Canada",,,Gregory et al 1980,"Gregory, P. T., Macartney, J. M., & Rivard, D. H. 1980. Small Mammal Predation and Prey Handling Behavior by the Garter Snake Thamnophis elegans. Herpetologica, 36(1), 87–93. http://www.jstor.org/stable/3891860",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,ITIS:773513,84,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella punctata,Erpobdella punctata,ITIS:69445,78,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,Pseudacris regilla,ITIS:207313,15,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus,Rhinichthys osculus,ITIS:163387,72,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Richardsonius,Richardsonius egregius,Richardsonius egregius,ITIS:163529,38,Thamnophis elegans, elegans,Thamnophis elegans elegans,ITIS:209115,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
